state,day,feat,value,rank.states,1,2,3,4,5
Alabama,2020-03-22,0,415,4,because of the,online,right now .,situation,china
Alabama,2020-03-22,36,547,2,media,bullshit,information,it would be,scare
Alabama,2020-03-22,48,592,1,trump,is a hoax,democrats,called,hoax
Alabama,2020-03-22,56,407,5,fear,no one,media,panic,a pandemic
Alabama,2020-03-22,73,522,3,cure,world,made,imagine,ebola
Alabama,2020-03-23,0,575,4,because of the,online,right now .,situation,china
Alabama,2020-03-23,36,662,3,media,bullshit,information,it would be,scare
Alabama,2020-03-23,48,767,1,trump,is a hoax,democrats,called,hoax
Alabama,2020-03-23,56,511,5,fear,no one,media,panic,a pandemic
Alabama,2020-03-23,73,665,2,cure,world,made,imagine,ebola
Alabama,2020-03-24,0,599,4,because of the,online,right now .,situation,china
Alabama,2020-03-24,36,674,3,media,bullshit,information,it would be,scare
Alabama,2020-03-24,48,793,1,trump,is a hoax,democrats,called,hoax
Alabama,2020-03-24,56,513,5,fear,no one,media,panic,a pandemic
Alabama,2020-03-24,73,707,2,cure,world,made,imagine,ebola
Alabama,2020-03-25,0,534,4,because of the,online,right now .,situation,china
Alabama,2020-03-25,36,672,3,media,bullshit,information,it would be,scare
Alabama,2020-03-25,48,736,1,trump,is a hoax,democrats,called,hoax
Alabama,2020-03-25,56,480,5,fear,no one,media,panic,a pandemic
Alabama,2020-03-25,73,690,2,cure,world,made,imagine,ebola
Alabama,2020-03-26,0,142,4,because of the,online,right now .,situation,china
Alabama,2020-03-26,36,187,2,media,bullshit,information,it would be,scare
Alabama,2020-03-26,48,213,1,trump,is a hoax,democrats,called,hoax
Alabama,2020-03-26,56,134,5,fear,no one,media,panic,a pandemic
Alabama,2020-03-26,73,179,3,cure,world,made,imagine,ebola
Alaska,2020-01-01,0,85,4,because of the,online,right now .,situation,china
Alaska,2020-01-01,36,119,3,media,bullshit,information,it would be,scare
Alaska,2020-01-01,48,125,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-01,56,85,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-01,73,121,2,cure,world,made,imagine,ebola
Alaska,2020-01-02,0,99,4,because of the,online,right now .,situation,china
Alaska,2020-01-02,36,104,3,media,bullshit,information,it would be,scare
Alaska,2020-01-02,48,116,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-02,56,91,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-02,73,110,2,cure,world,made,imagine,ebola
Alaska,2020-01-03,0,120,5,because of the,online,right now .,situation,china
Alaska,2020-01-03,36,139,3,media,bullshit,information,it would be,scare
Alaska,2020-01-03,48,191,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-03,56,122,4,fear,no one,media,panic,a pandemic
Alaska,2020-01-03,73,168,2,cure,world,made,imagine,ebola
Alaska,2020-01-04,0,94,4,because of the,online,right now .,situation,china
Alaska,2020-01-04,36,105,3,media,bullshit,information,it would be,scare
Alaska,2020-01-04,48,132,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-04,56,91,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-04,73,110,2,cure,world,made,imagine,ebola
Alaska,2020-01-05,0,128,4,because of the,online,right now .,situation,china
Alaska,2020-01-05,36,137,2,media,bullshit,information,it would be,scare
Alaska,2020-01-05,48,164,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-05,56,123,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-05,73,135,3,cure,world,made,imagine,ebola
Alaska,2020-01-06,0,82,5,because of the,online,right now .,situation,china
Alaska,2020-01-06,36,141,3,media,bullshit,information,it would be,scare
Alaska,2020-01-06,48,157,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-06,73,145,2,cure,world,made,imagine,ebola
Alaska,2020-01-06,93,84,4,#iran,thread,died,die,in 
Alaska,2020-01-07,0,109,5,because of the,online,right now .,situation,china
Alaska,2020-01-07,36,140,2,media,bullshit,information,it would be,scare
Alaska,2020-01-07,48,162,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-07,56,121,4,fear,no one,media,panic,a pandemic
Alaska,2020-01-07,73,132,3,cure,world,made,imagine,ebola
Alaska,2020-01-08,0,105,5,because of the,online,right now .,situation,china
Alaska,2020-01-08,36,117,2,media,bullshit,information,it would be,scare
Alaska,2020-01-08,48,143,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-08,56,106,4,fear,no one,media,panic,a pandemic
Alaska,2020-01-08,73,110,3,cure,world,made,imagine,ebola
Alaska,2020-01-09,0,102,4,because of the,online,right now .,situation,china
Alaska,2020-01-09,36,140,3,media,bullshit,information,it would be,scare
Alaska,2020-01-09,48,154,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-09,56,90,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-09,73,147,2,cure,world,made,imagine,ebola
Alaska,2020-01-10,0,97,4,because of the,online,right now .,situation,china
Alaska,2020-01-10,36,115,2,media,bullshit,information,it would be,scare
Alaska,2020-01-10,48,128,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-10,56,94,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-10,73,114,3,cure,world,made,imagine,ebola
Alaska,2020-01-11,0,81,4,because of the,online,right now .,situation,china
Alaska,2020-01-11,36,94,3,media,bullshit,information,it would be,scare
Alaska,2020-01-11,48,112,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-11,56,67,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-11,73,105,2,cure,world,made,imagine,ebola
Alaska,2020-01-12,0,80,4,because of the,online,right now .,situation,china
Alaska,2020-01-12,36,94,2,media,bullshit,information,it would be,scare
Alaska,2020-01-12,48,96,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-12,56,72,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-12,73,92,3,cure,world,made,imagine,ebola
Alaska,2020-01-13,0,100,5,because of the,online,right now .,situation,china
Alaska,2020-01-13,36,119,2,media,bullshit,information,it would be,scare
Alaska,2020-01-13,48,131,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-13,56,101,4,fear,no one,media,panic,a pandemic
Alaska,2020-01-13,73,108,3,cure,world,made,imagine,ebola
Alaska,2020-01-14,0,88,4,because of the,online,right now .,situation,china
Alaska,2020-01-14,36,97,2,media,bullshit,information,it would be,scare
Alaska,2020-01-14,48,108,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-14,56,79,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-14,73,94,3,cure,world,made,imagine,ebola
Alaska,2020-01-15,0,35,4,because of the,online,right now .,situation,china
Alaska,2020-01-15,36,46,2,media,bullshit,information,it would be,scare
Alaska,2020-01-15,48,54,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-15,56,34,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-15,73,41,3,cure,world,made,imagine,ebola
Alaska,2020-01-16,0,105,4,because of the,online,right now .,situation,china
Alaska,2020-01-16,36,115,3,media,bullshit,information,it would be,scare
Alaska,2020-01-16,48,143,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-16,56,101,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-16,73,117,2,cure,world,made,imagine,ebola
Alaska,2020-01-17,0,86,4,because of the,online,right now .,situation,china
Alaska,2020-01-17,36,115,3,media,bullshit,information,it would be,scare
Alaska,2020-01-17,48,122,2,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-17,56,79,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-17,73,123,1,cure,world,made,imagine,ebola
Alaska,2020-01-18,0,112,4,because of the,online,right now .,situation,china
Alaska,2020-01-18,36,139,2,media,bullshit,information,it would be,scare
Alaska,2020-01-18,48,155,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-18,56,101,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-18,73,135,3,cure,world,made,imagine,ebola
Alaska,2020-01-19,0,90,4,because of the,online,right now .,situation,china
Alaska,2020-01-19,36,99,3,media,bullshit,information,it would be,scare
Alaska,2020-01-19,48,104,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-19,56,87,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-19,73,103,2,cure,world,made,imagine,ebola
Alaska,2020-01-20,0,95,4,because of the,online,right now .,situation,china
Alaska,2020-01-20,36,123,2,media,bullshit,information,it would be,scare
Alaska,2020-01-20,48,138,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-20,56,83,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-20,73,117,3,cure,world,made,imagine,ebola
Alaska,2020-01-21,0,110,4,because of the,online,right now .,situation,china
Alaska,2020-01-21,36,121,2,media,bullshit,information,it would be,scare
Alaska,2020-01-21,48,124,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-21,56,97,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-21,73,111,3,cure,world,made,imagine,ebola
Alaska,2020-01-22,0,107,4,because of the,online,right now .,situation,china
Alaska,2020-01-22,36,145,2,media,bullshit,information,it would be,scare
Alaska,2020-01-22,48,175,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-22,56,97,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-22,73,141,3,cure,world,made,imagine,ebola
Alaska,2020-01-23,0,117,4,because of the,online,right now .,situation,china
Alaska,2020-01-23,36,160,3,media,bullshit,information,it would be,scare
Alaska,2020-01-23,48,179,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-23,56,110,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-23,73,161,2,cure,world,made,imagine,ebola
Alaska,2020-01-24,0,90,4,because of the,online,right now .,situation,china
Alaska,2020-01-24,36,120,2,media,bullshit,information,it would be,scare
Alaska,2020-01-24,48,139,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-24,73,118,3,cure,world,made,imagine,ebola
Alaska,2020-01-24,93,87,5,#iran,thread,died,die,in 
Alaska,2020-01-25,0,111,4,because of the,online,right now .,situation,china
Alaska,2020-01-25,36,132,3,media,bullshit,information,it would be,scare
Alaska,2020-01-25,48,153,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-25,56,109,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-25,73,133,2,cure,world,made,imagine,ebola
Alaska,2020-01-26,0,99,4,because of the,online,right now .,situation,china
Alaska,2020-01-26,36,129,3,media,bullshit,information,it would be,scare
Alaska,2020-01-26,48,161,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-26,73,141,2,cure,world,made,imagine,ebola
Alaska,2020-01-26,93,90,5,#iran,thread,died,die,in 
Alaska,2020-01-27,0,114,5,because of the,online,right now .,situation,china
Alaska,2020-01-27,36,128,3,media,bullshit,information,it would be,scare
Alaska,2020-01-27,48,162,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-27,73,136,2,cure,world,made,imagine,ebola
Alaska,2020-01-27,93,117,4,#iran,thread,died,die,in 
Alaska,2020-01-28,0,101,4,because of the,online,right now .,situation,china
Alaska,2020-01-28,36,137,3,media,bullshit,information,it would be,scare
Alaska,2020-01-28,48,163,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-28,56,98,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-28,73,143,2,cure,world,made,imagine,ebola
Alaska,2020-01-29,0,129,4,because of the,online,right now .,situation,china
Alaska,2020-01-29,36,152,2,media,bullshit,information,it would be,scare
Alaska,2020-01-29,48,153,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-29,56,121,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-29,73,146,3,cure,world,made,imagine,ebola
Alaska,2020-01-30,0,106,4,because of the,online,right now .,situation,china
Alaska,2020-01-30,36,136,3,media,bullshit,information,it would be,scare
Alaska,2020-01-30,48,160,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-30,56,89,5,fear,no one,media,panic,a pandemic
Alaska,2020-01-30,73,142,2,cure,world,made,imagine,ebola
Alaska,2020-01-31,0,96,5,because of the,online,right now .,situation,china
Alaska,2020-01-31,36,147,2,media,bullshit,information,it would be,scare
Alaska,2020-01-31,48,154,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-01-31,56,103,4,fear,no one,media,panic,a pandemic
Alaska,2020-01-31,73,129,3,cure,world,made,imagine,ebola
Alaska,2020-02-01,0,88,5,because of the,online,right now .,situation,china
Alaska,2020-02-01,36,137,2,media,bullshit,information,it would be,scare
Alaska,2020-02-01,48,148,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-01,56,96,4,fear,no one,media,panic,a pandemic
Alaska,2020-02-01,73,134,3,cure,world,made,imagine,ebola
Alaska,2020-02-02,0,71,4,because of the,online,right now .,situation,china
Alaska,2020-02-02,36,108,3,media,bullshit,information,it would be,scare
Alaska,2020-02-02,48,138,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-02,73,118,2,cure,world,made,imagine,ebola
Alaska,2020-02-02,93,69,5,#iran,thread,died,die,in 
Alaska,2020-02-03,0,91,4,because of the,online,right now .,situation,china
Alaska,2020-02-03,36,133,3,media,bullshit,information,it would be,scare
Alaska,2020-02-03,48,149,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-03,73,135,2,cure,world,made,imagine,ebola
Alaska,2020-02-03,93,89,5,#iran,thread,died,die,in 
Alaska,2020-02-04,0,103,4,because of the,online,right now .,situation,china
Alaska,2020-02-04,36,142,3,media,bullshit,information,it would be,scare
Alaska,2020-02-04,48,174,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-04,56,91,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-04,73,151,2,cure,world,made,imagine,ebola
Alaska,2020-02-05,0,119,4,because of the,online,right now .,situation,china
Alaska,2020-02-05,36,170,2,media,bullshit,information,it would be,scare
Alaska,2020-02-05,48,219,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-05,56,119,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-05,73,165,3,cure,world,made,imagine,ebola
Alaska,2020-02-06,0,98,4,because of the,online,right now .,situation,china
Alaska,2020-02-06,36,139,3,media,bullshit,information,it would be,scare
Alaska,2020-02-06,48,168,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-06,56,92,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-06,73,143,2,cure,world,made,imagine,ebola
Alaska,2020-02-07,0,99,4,because of the,online,right now .,situation,china
Alaska,2020-02-07,36,131,2,media,bullshit,information,it would be,scare
Alaska,2020-02-07,48,152,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-07,56,97,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-07,73,128,3,cure,world,made,imagine,ebola
Alaska,2020-02-08,0,97,4,because of the,online,right now .,situation,china
Alaska,2020-02-08,36,123,3,media,bullshit,information,it would be,scare
Alaska,2020-02-08,48,152,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-08,56,93,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-08,73,131,2,cure,world,made,imagine,ebola
Alaska,2020-02-09,0,72,4,because of the,online,right now .,situation,china
Alaska,2020-02-09,36,100,2,media,bullshit,information,it would be,scare
Alaska,2020-02-09,48,120,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-09,56,67,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-09,73,100,3,cure,world,made,imagine,ebola
Alaska,2020-02-10,0,110,4,because of the,online,right now .,situation,china
Alaska,2020-02-10,36,122,3,media,bullshit,information,it would be,scare
Alaska,2020-02-10,48,143,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-10,56,103,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-10,73,131,2,cure,world,made,imagine,ebola
Alaska,2020-02-11,0,104,4,because of the,online,right now .,situation,china
Alaska,2020-02-11,36,142,2,media,bullshit,information,it would be,scare
Alaska,2020-02-11,48,146,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-11,56,94,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-11,73,139,3,cure,world,made,imagine,ebola
Alaska,2020-02-12,0,100,4,because of the,online,right now .,situation,china
Alaska,2020-02-12,36,149,3,media,bullshit,information,it would be,scare
Alaska,2020-02-12,48,179,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-12,73,154,2,cure,world,made,imagine,ebola
Alaska,2020-02-12,93,90,5,#iran,thread,died,die,in 
Alaska,2020-02-13,0,97,5,because of the,online,right now .,situation,china
Alaska,2020-02-13,36,116,3,media,bullshit,information,it would be,scare
Alaska,2020-02-13,48,137,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-13,56,98,4,fear,no one,media,panic,a pandemic
Alaska,2020-02-13,73,117,2,cure,world,made,imagine,ebola
Alaska,2020-02-14,0,94,4,because of the,online,right now .,situation,china
Alaska,2020-02-14,36,133,3,media,bullshit,information,it would be,scare
Alaska,2020-02-14,48,165,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-14,73,146,2,cure,world,made,imagine,ebola
Alaska,2020-02-14,93,92,5,#iran,thread,died,die,in 
Alaska,2020-02-15,0,70,4,because of the,online,right now .,situation,china
Alaska,2020-02-15,36,90,3,media,bullshit,information,it would be,scare
Alaska,2020-02-15,48,106,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-15,73,92,2,cure,world,made,imagine,ebola
Alaska,2020-02-15,93,66,5,#iran,thread,died,die,in 
Alaska,2020-02-16,0,73,5,because of the,online,right now .,situation,china
Alaska,2020-02-16,36,119,3,media,bullshit,information,it would be,scare
Alaska,2020-02-16,48,126,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-16,56,80,4,fear,no one,media,panic,a pandemic
Alaska,2020-02-16,73,124,2,cure,world,made,imagine,ebola
Alaska,2020-02-17,0,85,3,because of the,online,right now .,situation,china
Alaska,2020-02-17,36,81,4,media,bullshit,information,it would be,scare
Alaska,2020-02-17,48,86,2,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-17,56,74,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-17,73,92,1,cure,world,made,imagine,ebola
Alaska,2020-02-18,0,97,4,because of the,online,right now .,situation,china
Alaska,2020-02-18,36,122,3,media,bullshit,information,it would be,scare
Alaska,2020-02-18,48,143,1,trump,is a hoax,democrats,called,hoax
Alaska,2020-02-18,56,84,5,fear,no one,media,panic,a pandemic
Alaska,2020-02-18,73,131,2,cure,world,made,imagine,ebola
Alaska,2020-02-19,0,104,4,because of the,online,right now .,situation,china
Alaska,2020-02-19,36,116,3,media,bullshit,information,it would be,scare
